partner_code,partner_name,production_enabled,lms_integration_enabled,seat_name,environment,is_active,request_count,last_used_at,created_at
INCEPT,Incept,true,true,,,,,2025-09-08 15:38:55.539635+00,2025-09-08 15:38:55.539635+00
